pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
responsiveness	unresponsiveness	n	responsiveness%1:07:00::	unresponsiveness%1:07:00::	"the quality of being responsive; reacting quickly; as a quality of people, it involves responding with emotion to people and events"	"the quality of being unresponsive; not reacting; as a quality of people, it is marked by a failure to respond quickly or with emotion to people or events"	no	affixal	un-	NA	direct	NA
restraint	unrestraint	n	restraint%1:07:00::	unrestraint%1:07:00::	discipline in personal and social activities	the quality of lacking restraint	no	affixal	un-	NA	direct	NA
scrupulousness	unscrupulousness	n	scrupulousness%1:07:00::	unscrupulousness%1:07:00::	conformity to high standards of ethics or excellence	the quality of unscrupulous dishonesty	no	affixal	un-	NA	direct	NA
seasonableness	unseasonableness	n	seasonableness%1:07:00::	unseasonableness%1:07:00::	being at the right time	being at an inappropriate time	no	affixal	un-	NA	direct	NA
secured_bond	unsecured_bond	n	secured_bond%1:21:00::	unsecured_bond%1:21:00::	a bond that is back by collateral	the ability of a customer to obtain goods or services before payment, based on the trust that payment will be made in the future	no	affixal	un-	NA	direct	NA
seemliness	unseemliness	n	seemliness%1:07:00::	unseemliness%1:07:00::	a sense of propriety and consideration for others	a lack of consideration for others	no	affixal	un-	NA	direct	NA
self-consciousness	unselfconsciousness	n	self-consciousness%1:09:00::	unselfconsciousness%1:09:00::	self-awareness plus the additional realization that others are similarly aware of you	"the quality of being not self-conscious; unawareness of yourself or of others' views of yourself"	no	affixal	un-	NA	direct	NA
sociability	unsociability	n	sociability%1:07:00::	unsociability%1:07:00::	the relative tendency or disposition to be sociable or associate with one's fellows	"an unsociable disposition; avoiding friendship or companionship"	no	affixal	un-	NA	direct	NA
steadiness	unsteadiness	n	steadiness%1:07:00::	unsteadiness%1:07:00::	the quality of being steady or securely and immovably fixed in place	the quality of not being steady or securely fixed in place	no	affixal	un-	NA	direct	NA
stratified_language	unstratified_language	n	stratified_language%1:10:00::	unstratified_language%1:10:00::	a language that cannot be used as its own metalanguage	a programming language that (like natural language) can be used as its own metalanguage	no	affixal	un-	NA	direct	NA
suitableness	unsuitableness	n	suitableness%1:07:00::	unsuitableness%1:07:00::	the quality of having the properties that are right for a specific purpose	the quality of having the wrong properties for a specific purpose	no	affixal	un-	NA	direct	NA
timeliness	untimeliness	n	timeliness%1:07:01::	untimeliness%1:07:01::	being at the right time	being at an inappropriate time	no	affixal	un-	NA	direct	NA
truthfulness	untruthfulness	n	truthfulness%1:07:00::	untruthfulness%1:07:00::	the quality of being truthful	the quality of being untruthful	no	affixal	un-	NA	direct	NA
usualness	unusualness	n	usualness%1:07:00::	unusualness%1:07:00::	commonness by virtue of not being unusual	uncommonness by virtue of being unusual	no	affixal	un-	NA	direct	NA
willingness	unwillingness	n	willingness%1:07:00::	unwillingness%1:07:00::	cheerful compliance	the trait of being unwilling	no	affixal	un-	NA	direct	NA
unashamedly	ashamedly	r	unashamedly%4:02:00::	ashamedly%4:02:00::	without shame	with a feeling of shame	yes	affixal	un-	NA	direct	NA
unbelievingly	believingly	r	unbelievingly%4:02:00::	believingly%4:02:00::	in an incredulous manner	in a credulous manner	yes	affixal	un-	NA	direct	NA
unceremoniously	ceremoniously	r	unceremoniously%4:02:00::	ceremoniously%4:02:00::	in an unceremonious manner	in a ceremonious manner	yes	affixal	un-	NA	direct	NA
uncomplainingly	complainingly	r	uncomplainingly%4:02:00::	complainingly%4:02:00::	without complaining	with complaints	yes	affixal	un-	NA	direct	NA
ungrammatically	grammatically	r	ungrammatically%4:02:00::	grammatically%4:02:00::	in an ungrammatical manner	in a grammatical manner	yes	affixal	un-	NA	direct	NA
untruthfully	truthfully	r	untruthfully%4:02:00::	truthfully%4:02:01::	in a mendacious and untruthful manner	with truth	yes	affixal	un-	NA	direct	NA
acceptably	unacceptably	r	acceptably%4:02:00::	unacceptably%4:02:00::	in an acceptable (but not outstanding) manner	to an unacceptable degree	no	affixal	un-	NA	direct	NA
appealingly	unappealingly	r	appealingly%4:02:00::	unappealingly%4:02:00::	in an appealing manner	in an unappealing manner	no	affixal	un-	NA	direct	NA
appreciatively	unappreciatively	r	appreciatively%4:02:00::	unappreciatively%4:02:00::	"with appreciation; in a grateful manner"	in an ungrateful manner	no	affixal	un-	NA	direct	NA
assertively	unassertively	r	assertively%4:02:00::	unassertively%4:02:00::	in an assertive manner	in an unassertive manner	no	affixal	un-	NA	direct	NA
believably	unbelievably	r	believably%4:02:00::	unbelievably%4:02:03::	in a believable manner	not easy to believe	no	affixal	un-	NA	direct	NA
chivalrously	unchivalrously	r	chivalrously%4:02:00::	unchivalrously%4:02:00::	in a gallant manner	in an unchivalrous and ungallant manner	no	affixal	un-	NA	direct	NA
consciously	unconsciously	r	consciously%4:02:00::	unconsciously%4:02:00::	with awareness	without awareness	no	affixal	un-	NA	direct	NA
constitutionally	unconstitutionally	r	constitutionally%4:02:00::	unconstitutionally%4:02:00::	according to the constitution	in an unconstitutional manner	no	affixal	un-	NA	direct	NA
controversially	uncontroversially	r	controversially%4:02:00::	uncontroversially%4:02:00::	involving controversy	not involving any controversy	no	affixal	un-	NA	direct	NA
conventionally	unconventionally	r	conventionally%4:02:00::	unconventionally%4:02:00::	in a conventional manner	in an unconventional manner	no	affixal	un-	NA	direct	NA
convincingly	unconvincingly	r	convincingly%4:02:00::	unconvincingly%4:02:00::	in a convincing manner	in an unconvincing manner	no	affixal	un-	NA	direct	NA
critically	uncritically	r	critically%4:02:00::	uncritically%4:02:00::	in a critical manner	in an uncritical manner	no	affixal	un-	NA	direct	NA
democratically	undemocratically	r	democratically%4:02:00::	undemocratically%4:02:00::	"in a democratic manner; based on democratic principles"	in an undemocratic manner	no	affixal	un-	NA	direct	NA
dependably	undependably	r	dependably%4:02:00::	undependably%4:02:00::	in a faithful manner	in an unfaithful undependable unreliable manner	no	affixal	un-	NA	direct	NA
deservedly	undeservedly	r	deservedly%4:02:00::	undeservedly%4:02:00::	as deserved	in an unmerited manner	no	affixal	un-	NA	direct	NA
dramatically	undramatically	r	dramatically%4:02:00::	undramatically%4:02:00::	in a dramatic manner	in an undramatic manner	no	affixal	un-	NA	direct	NA
emotionally	unemotionally	r	emotionally%4:02:01::	unemotionally%4:02:00::	in an emotional manner	in an unemotional manner	no	affixal	un-	NA	direct	NA
enthusiastically	unenthusiastically	r	enthusiastically%4:02:00::	unenthusiastically%4:02:00::	"with enthusiasm; in an enthusiastic manner"	"without enthusiasm; showing no enthusiasm"	no	affixal	un-	NA	direct	NA
ethically	unethically	r	ethically%4:02:00::	unethically%4:02:00::	"in an ethical manner; from an ethical point of view; according to ethics"	in an unethical manner	no	affixal	un-	NA	direct	NA
excitingly	unexcitingly	r	excitingly%4:02:00::	unexcitingly%4:02:00::	in an exciting manner	in an unexciting manner	no	affixal	un-	NA	direct	NA
fairly	unfairly	r	fairly%4:02:03::	unfairly%4:02:00::	in conformity with the rules or laws and without fraud or cheating	in an unfair manner	no	affixal	un-	NA	direct	NA
favorably	unfavorably	r	favorably%4:02:00::	unfavorably%4:02:00::	showing approval	"showing disapproval; in a disparaging way"	no	affixal	un-	NA	direct	NA
feelingly	unfeelingly	r	feelingly%4:02:00::	unfeelingly%4:02:00::	with great feeling	without compassionate feelings	no	affixal	un-	NA	direct	NA
forgivably	unforgivably	r	forgivably%4:02:00::	unforgivably%4:02:00::	in an excusable manner or to an excusable degree	in an unpardonable manner or to an unpardonable degree	no	affixal	un-	NA	direct	NA
forgivingly	unforgivingly	r	forgivingly%4:02:00::	unforgivingly%4:02:00::	"with forgiveness; in a forgiving manner"	"without forgiveness; in an unforgiving manner"	no	affixal	un-	NA	direct	NA
gracefully	ungracefully	r	gracefully%4:02:01::	ungracefully%4:02:01::	in a gracious or graceful manner	"without grace; rigidly"	no	affixal	un-	NA	direct	NA
graciously	ungraciously	r	graciously%4:02:00::	ungraciously%4:02:00::	in a gracious or graceful manner	"without grace; rigidly"	no	affixal	un-	NA	direct	NA
gratefully	ungratefully	r	gratefully%4:02:01::	ungratefully%4:02:00::	"with appreciation; in a grateful manner"	in an ungrateful manner	no	affixal	un-	NA	direct	NA
helpfully	unhelpfully	r	helpfully%4:02:00::	unhelpfully%4:02:00::	in a helpful manner	in an unhelpful manner	no	affixal	un-	NA	direct	NA
imaginatively	unimaginatively	r	imaginatively%4:02:00::	unimaginatively%4:02:00::	with imagination	without imagination	no	affixal	un-	NA	direct	NA
impressively	unimpressively	r	impressively%4:02:00::	unimpressively%4:02:00::	in an impressive manner	in an unimpressive manner	no	affixal	un-	NA	direct	NA
informatively	uninformatively	r	informatively%4:02:00::	uninformatively%4:02:00::	in an informative manner	in an uninformative manner	no	affixal	un-	NA	direct	NA
instructively	uninstructively	r	instructively%4:02:00::	uninstructively%4:02:00::	in an informative manner	in an uninformative manner	no	affixal	un-	NA	direct	NA
intentionally	unintentionally	r	intentionally%4:02:00::	unintentionally%4:02:00::	"with intention; in an intentional manner"	"without intention; in an unintentional manner"	no	affixal	un-	NA	direct	NA
justifiably	unjustifiably	r	justifiably%4:02:00::	unjustifiably%4:02:00::	with good reason	without any excuse	no	affixal	un-	NA	direct	NA
kindly	unkindly	r	kindly%4:02:00::	unkindly%4:02:00::	in a kind manner or out of kindness	in an unkind manner or with unkindness	no	affixal	un-	NA	direct	NA
knowingly	unknowingly	r	knowingly%4:02:00::	unknowingly%4:02:00::	with full knowledge and deliberation	without knowledge or intention	no	affixal	un-	NA	direct	NA
lawfully	unlawfully	r	lawfully%4:02:00::	unlawfully%4:02:00::	"by law; conforming to the law"	not conforming to the law	no	affixal	un-	NA	direct	NA
luckily	unluckily	r	luckily%4:02:00::	unluckily%4:02:00::	by good fortune	by bad luck	no	affixal	un-	NA	direct	NA
mindfully	unmindfully	r	mindfully%4:02:00::	unmindfully%4:02:00::	in a careful deliberate manner	in a careless and thoughtless manner	no	affixal	un-	NA	direct	NA
obtrusively	unobtrusively	r	obtrusively%4:02:00::	unobtrusively%4:02:00::	in an obtrusive manner	in an unobtrusive manner	no	affixal	un-	NA	direct	NA
officially	unofficially	r	officially%4:02:00::	unofficially%4:02:00::	in an official role	not in an official capacity	no	affixal	un-	NA	direct	NA
palatably	unpalatably	r	palatably%4:02:00::	unpalatably%4:02:00::	in a palatable way	in an unpalatable way	no	affixal	un-	NA	direct	NA
pleasantly	unpleasantly	r	pleasantly%4:02:00::	unpleasantly%4:02:00::	in an enjoyable manner	in an unpleasant manner	no	affixal	un-	NA	direct	NA
precedentedly	unprecedentedly	r	precedentedly%4:02:00::	unprecedentedly%4:02:00::	with precedent	in an unprecedented manner	no	affixal	un-	NA	direct	NA
pretentiously	unpretentiously	r	pretentiously%4:02:00::	unpretentiously%4:02:00::	in a pretentious manner	in an unpretentious manner	no	affixal	un-	NA	direct	NA
productively	unproductively	r	productively%4:02:00::	unproductively%4:02:00::	in a productive way	in an unproductive manner	no	affixal	un-	NA	direct	NA
profitably	unprofitably	r	profitably%4:02:00::	unprofitably%4:02:00::	in a productive way	in an unproductive manner	no	affixal	un-	NA	direct	NA
reasonably	unreasonably	r	reasonably%4:02:01::	unreasonably%4:02:01::	with good sense or in a reasonable or intelligent manner	not in a reasonable or intelligent manner	no	affixal	un-	NA	direct	NA
recognizably	unrecognizably	r	recognizably%4:02:00::	unrecognizably%4:02:00::	to a recognizable degree	"beyond recognition; in an unrecognizable manner"	no	affixal	un-	NA	direct	NA
righteously	unrighteously	r	righteously%4:02:00::	unrighteously%4:02:00::	in a righteous manner	in an unrighteous manner	no	affixal	un-	NA	direct	NA
selfishly	unselfishly	r	selfishly%4:02:00::	unselfishly%4:02:00::	in an egotistical manner	in an unselfish manner	no	affixal	un-	NA	direct	NA
smilingly	unsmilingly	r	smilingly%4:02:00::	unsmilingly%4:02:00::	"with smiles; in a smiling manner"	"without smile; in an unsmiling manner"	no	affixal	un-	NA	direct	NA
sportingly	unsportingly	r	sportingly%4:02:00::	unsportingly%4:02:00::	"so as to be sporting; in a sporting manner"	in an unsportsmanlike manner	no	affixal	un-	NA	direct	NA
successfully	unsuccessfully	r	successfully%4:02:00::	unsuccessfully%4:02:00::	"with success; in a successful manner"	without success	no	affixal	un-	NA	direct	NA
sympathetically	unsympathetically	r	sympathetically%4:02:01::	unsympathetically%4:02:00::	in a sympathetic manner	"without sympathy; in an unsympathetic manner"	no	affixal	un-	NA	direct	NA
warily	unwarily	r	warily%4:02:00::	unwarily%4:02:00::	in a wary manner	without heed or caution	no	affixal	un-	NA	direct	NA
willingly	unwillingly	r	willingly%4:02:00::	unwillingly%4:02:00::	in a willing manner	in an unwilling manner	no	affixal	un-	NA	direct	NA
wittingly	unwittingly	r	wittingly%4:02:00::	unwittingly%4:02:00::	with full knowledge and deliberation	without knowledge or intention	no	affixal	un-	NA	direct	NA
unclutter	clutter	v	unclutter%2:30:00::	clutter%2:30:00::	rid of obstructions	fill a space in a disorderly way	yes	affixal	un-	NA	direct	NA
balance	unbalance	v	balance%2:42:00::	unbalance%2:42:00::	bring into balance or equilibrium	throw out of balance or equilibrium	no	affixal	un-	NA	direct	NA
bar	unbar	v	bar%2:35:01::	unbar%2:35:00::	secure with, or as if with, bars	remove a bar from (a door)	no	affixal	un-	NA	direct	NA
belt	unbelt	v	belt%2:35:01::	unbelt%2:35:00::	fasten with a belt	undo the belt of	no	affixal	un-	NA	direct	NA
bend	unbend	v	bend%2:35:00::	unbend%2:35:00::	cause (a plastic object) to assume a crooked or angular form	free from flexure	no	affixal	un-	NA	direct	NA
block	unblock	v	block%2:30:02::	unblock%2:30:00::	prohibit the conversion or use of (assets)	make (assets) available	no	affixal	un-	NA	direct	NA
box	unbox	v	box%2:35:02::	unbox%2:35:00::	put into a box	remove from a box	no	affixal	un-	NA	direct	NA
buckle	unbuckle	v	buckle%2:35:00::	unbuckle%2:35:00::	fasten with a buckle or buckles	undo the buckle of	no	affixal	un-	NA	direct	NA
button	unbutton	v	button%2:35:00::	unbutton%2:35:00::	fasten with buttons	undo the buttons of	no	affixal	un-	NA	direct	NA
chain	unchain	v	chain%2:35:00::	unchain%2:35:00::	fasten or secure with chains	remove the chains from	no	affixal	un-	NA	direct	NA
clasp	unclasp	v	clasp%2:35:01::	unclasp%2:35:00::	grasp firmly	release from a clasp	no	affixal	un-	NA	direct	NA
clip	unclip	v	clip%2:35:01::	unclip%2:35:00::	attach with a clip	remove the clip from	no	affixal	un-	NA	direct	NA
clog	unclog	v	clog%2:35:00::	unclog%2:35:00::	become or cause to become obstructed	become or cause to become unobstructed	no	affixal	un-	NA	direct	NA
couple	uncouple	v	couple%2:35:01::	uncouple%2:35:00::	link together	disconnect or separate	no	affixal	un-	NA	direct	NA
cover	uncover	v	cover%2:35:00::	uncover%2:35:00::	provide with a covering or cause to be covered	remove all or part of one's clothes to show one's body	no	affixal	un-	NA	direct	NA
crate	uncrate	v	crate%2:35:00::	uncrate%2:35:00::	"put into a crate; as for protection"	remove from the crate	no	affixal	un-	NA	direct	NA
cross	uncross	v	cross%2:38:04::	uncross%2:38:00::	fold so as to resemble a cross	change from a crossed to an uncrossed position	no	affixal	un-	NA	direct	NA
deceive	undeceive	v	deceive%2:32:00::	undeceive%2:32:00::	cause someone to believe an untruth	free from deception or illusion	no	affixal	un-	NA	direct	NA
dock	undock	v	dock%2:38:00::	undock%2:38:00::	come into dock	move out of a dock	no	affixal	un-	NA	direct	NA
fasten	unfasten	v	fasten%2:35:00::	unfasten%2:35:00::	become fixed or fastened	become undone or untied	no	affixal	un-	NA	direct	NA
fold	unfold	v	fold%2:35:00::	unfold%2:35:00::	bend or lay so that one part covers the other	spread out or open from a closed or folded state	no	affixal	un-	NA	direct	NA
harness	unharness	v	harness%2:35:00::	unharness%2:35:00::	put a harness	remove the harness from	no	affixal	un-	NA	direct	NA
hitch	unhitch	v	hitch%2:35:00::	unhitch%2:35:00::	to hook or entangle	unfasten or release from or as if from a hitch	no	affixal	un-	NA	direct	NA
hook	unhook	v	hook%2:35:00::	unhook%2:35:00::	fasten with a hook	take off a hook	no	affixal	un-	NA	direct	NA
lock	unlock	v	lock%2:35:00::	unlock%2:30:00::	fasten with a lock	become unlocked	no	affixal	un-	NA	direct	NA
muzzle	unmuzzle	v	muzzle%2:40:00::	unmuzzle%2:40:00::	fit with a muzzle	remove the muzzle from (a dog)	no	affixal	un-	NA	direct	NA
pin	unpin	v	pin%2:35:01::	unpin%2:35:00::	attach or fasten with pins or as if with pins	"remove the pins from; unfasten the pins of"	no	affixal	un-	NA	direct	NA
plug_in	unplug	v	plug_in%2:35:00::	unplug%2:35:00::	plug into an outlet	pull the plug of (electrical appliances) and render inoperable	no	affixal	un-	NA	direct	NA
saddle	unsaddle	v	saddle%2:35:01::	unsaddle%2:35:00::	put a saddle on	remove the saddle from	no	affixal	un-	NA	direct	NA
scramble	unscramble	v	scramble%2:30:00::	unscramble%2:30:00::	make unintelligible	make intelligible	no	affixal	un-	NA	direct	NA
sheathe	unsheathe	v	sheathe%2:35:00::	unsheathe%2:35:00::	enclose with a sheath	draw from a sheath or scabbard	no	affixal	un-	NA	direct	NA
spell	unspell	v	spell%2:32:02::	unspell%2:32:00::	place under a spell	release from a spell	no	affixal	un-	NA	direct	NA
strain	unstrain	v	strain%2:29:00::	unstrain%2:29:00::	cause to be tense and uneasy or nervous or anxious	cause to feel relaxed	no	affixal	un-	NA	direct	NA
strap	unstrap	v	strap%2:35:00::	unstrap%2:35:00::	tie with a strap	remove the strap or straps from	no	affixal	un-	NA	direct	NA
string	unstring	v	string%2:35:00::	unstring%2:35:00::	provide with strings	remove the strings from	no	affixal	un-	NA	direct	NA
veil	unveil	v	veil%2:35:00::	unveil%2:35:00::	to obscure, or conceal with or as if with a veil	remove the veil from	no	affixal	un-	NA	direct	NA
wire	unwire	v	wire%2:35:00::	unwire%2:35:00::	fasten with wire	undo the wiring of	no	affixal	un-	NA	direct	NA
wrap	unwrap	v	wrap%2:35:00::	unwrap%2:35:00::	arrange or fold as a cover or protection	remove the outer cover or wrapping of	no	affixal	un-	NA	direct	NA
overachievement	underachievement	n	overachievement%1:04:00::	underachievement%1:04:00::	better than expected performance (better than might have been predicted from intelligence tests)	poorer than expected performance (poorer than might have been predicted from intelligence tests)	no	affixal	under-	NA	indirect	OVA/INS
overgarment	undergarment	n	overgarment%1:06:00::	undergarment%1:06:00::	a garment worn over other garments	a garment worn under other garments	no	affixal	under-	NA	indirect	OVA/INS
underestimate	overestimate	v	underestimate%2:31:02::	overestimate%2:31:02::	assign too low a value to	assign too high a value to	yes	affixal	under-	over-	indirect	INS/OVA
overact	underact	v	overact%2:36:00::	underact%2:36:00::	exaggerate one's acting	act (a role) with great restraint	no	affixal	under-	NA	indirect	OVA/INS
overbid	underbid	v	overbid%2:40:00::	underbid%2:40:00::	bid more than the object is worth	bid too low	no	affixal	under-	NA	indirect	OVA/INS
overcharge	undercharge	v	overcharge%2:40:00::	undercharge%2:40:00::	"rip off; ask an unreasonable price"	charge (someone) too little money	no	affixal	under-	NA	indirect	OVA/INS
overpay	underpay	v	overpay%2:40:00::	underpay%2:40:00::	pay too much	pay too little	no	affixal	under-	NA	indirect	OVA/INS
overstate	understate	v	overstate%2:32:00::	understate%2:32:00::	to enlarge beyond bounds or the truth	represent as less significant or important	no	affixal	under-	NA	indirect	OVA/INS
low-interest	high-interest	a	low-interest%3:00:00::	high-interest%3:00:00::	(used of loans) charging a relatively small percentage of the amount borrowed	(used of loans) charging a relatively large percentage of the amount borrowed	no	non-affixal	NA	NA	NA	NA
low-sudsing	high-sudsing	a	low-sudsing%3:00:00::	high-sudsing%3:00:00::	(used of e.g. detergents) producing few suds	(used of e.g. detergents) producing many suds	no	non-affixal	NA	NA	NA	NA
high-resolution	low-resolution	a	high-resolution%3:00:00::	low-resolution%3:00:00::	producing images that are sharp and finely detailed	"of computer output devices; producing images that are not sharply defined"	no	non-affixal	NA	NA	NA	NA
high-rise	low-rise	a	high-rise%3:00:00::	low-rise%3:00:00::	"used of buildings of many stories equipped with elevators; tall"	"used of buildings of one or only a few stories and usually no elevator; low"	no	non-affixal	NA	NA	NA	NA
high-tech	low-tech	a	high-tech%3:00:00::	low-tech%3:00:00::	resembling or making use of highly advanced technology or devices	not involving high technology	no	non-affixal	NA	NA	NA	NA
high-tension	low-tension	a	high-tension%3:00:00::	low-tension%3:00:00::	subjected to or capable of operating under relatively high voltage	subjected to or capable of operating under relative low voltage	no	non-affixal	NA	NA	NA	NA
noble	lowborn	a	noble%3:00:02::	lowborn%3:00:00::	of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times	of humble birth or origins	no	non-affixal	NA	NA	NA	NA
upland	lowland	a	upland%3:00:00::	lowland%3:00:00::	used of high or hilly country	of relatively low or level country	no	non-affixal	NA	NA	NA	NA
autochthonous	allochthonous	a	autochthonous%3:00:00::	allochthonous%3:00:00::	"of rocks, deposits, etc.; found where they and their constituents were formed"	"of rocks, deposits, etc.; found in a place other than where they and their constituents were formed"	no	non-affixal	NA	NA	direct	NA
united	divided	a	united%3:00:00::	divided%3:00:00::	"characterized by unity; being or joined into a single entity"	separated into parts or pieces	no	non-affixal	NA	NA	NA	NA
entozoic	epizoic	a	entozoic%3:00:00::	epizoic%3:00:00::	living within a living animal usually as a parasite	living or growing on the exterior surface of an animal usually as a parasite	no	non-affixal	NA	NA	NA	NA
underhand	overhand	a	underhand%3:00:00::	overhand%3:00:00::	with hand brought forward and up from below shoulder level	with hand brought forward and down from above shoulder level	yes	non-affixal	NA	NA	NA	NA
surface	overhead	a	surface%3:00:00::	overhead%3:00:00::	on the surface	located or originating from above	no	non-affixal	NA	NA	NA	NA
progressive	regressive	a	progressive%3:00:02::	regressive%3:00:02::	(of taxes) adjusted so that the rate increases as the amount of income increases	(of taxes) adjusted so that the rate decreases as the amount of income increases	no	non-affixal	NA	NA	NA	NA
punitive	rehabilitative	a	punitive%3:00:00::	rehabilitative%3:00:00::	inflicting punishment	designed to accomplish rehabilitation	no	non-affixal	NA	NA	NA	NA
tense	relaxed	a	tense%3:00:03::	relaxed%3:00:00::	in or of a state of physical or nervous tension	without strain or anxiety	no	non-affixal	NA	NA	NA	NA
high_explosive	low_explosive	n	high_explosive%1:27:00::	low_explosive%1:27:00::	a powerful chemical explosive that produces gas at a very high rate	an explosive with a low rate of combustion	no	non-affixal	NA	NA	NA	NA
high_status	low_status	n	high_status%1:26:00::	low_status%1:26:00::	a position of superior status	"a position of inferior status; low in station or rank or fortune or estimation"	no	non-affixal	NA	NA	NA	NA
high_tide	low_tide	n	high_tide%1:11:00::	low_tide%1:11:00::	the tide when the water is highest	the lowest (farthest) ebb of the tide	no	non-affixal	NA	NA	NA	NA
lowercase	uppercase	n	lowercase%1:10:00::	uppercase%1:10:00::	the characters that were once kept in bottom half of a compositor's type case	"one of the large alphabetic characters used as the first letter in writing or printing proper names and sometimes for emphasis; capitals were kept in the upper half of the type case and so became known as upper-case letters"""	yes	non-affixal	NA	NA	NA	NA
Arianism	Athanasianism	n	arianism%1:09:00::	athanasianism%1:09:00::	heretical doctrine taught by Arius that asserted the radical primacy of the Father over the Son	the theological doctrine taught by Athanasius that Christ the Son is of the same substance as God the Father	no	non-affixal	NA	NA	direct	NA
outwardly	inwardly	r	outwardly%4:02:00::	inwardly%4:02:00::	in outward appearance	with respect to private feelings	no	non-affixal	NA	NA	NA	NA
adduct	abduct	v	adduct%2:35:00::	abduct%2:35:00::	draw a limb towards the body	pull away from the body	no	non-affixal	NA	NA	NA	NA
multiply	divide	v	multiply%2:31:00::	divide%2:31:00::	combine by multiplication	perform a division	no	non-affixal	NA	NA	NA	NA
progress	regress	v	progress%2:30:00::	regress%2:30:00::	develop in a positive way	get worse or fall back to a previous condition	no	non-affixal	NA	NA	NA	NA
purge	rehabilitate	v	purge%2:41:00::	rehabilitate%2:41:01::	oust politically	reinstall politically	no	non-affixal	NA	NA	NA	NA
age	rejuvenate	v	age%2:30:02::	rejuvenate%2:30:00::	make older	make younger or more youthful	no	non-affixal	NA	NA	NA	NA
tense	relax	v	tense%2:29:01::	relax%2:29:00::	become tense, nervous, or uneasy	become less tense, rest, or take one's ease	no	non-affixal	NA	NA	NA	NA
expatriate	repatriate	v	expatriate%2:41:00::	repatriate%2:41:00::	expel from a country	admit back into the country	no	non-affixal	NA	NA	NA	NA
approbate	reprobate	v	approbate%2:31:00::	reprobate%2:31:00::	accept (documents) as valid	reject (documents) as invalid	no	non-affixal	NA	NA	NA	NA
lower-class	upper-class	a	lower-class%3:00:00::	upper-class%3:00:00::	occupying the lowest socioeconomic position in a society	occupying the highest socioeconomic position in a society	no	non-affixal		NA	NA	NA
middle-class	upper-class	a	middle-class%3:00:00::	upper-class%3:00:00::	occupying a socioeconomic position intermediate between those of the lower classes and the wealthy	occupying the highest socioeconomic position in a society	no	non-affixal		NA	NA	NA
actinomorphic	zygomorphic	a	actinomorphic%3:00:00::	zygomorphic%3:00:00::	capable of division into symmetrical halves by any longitudinal plane passing through the axis	capable of division into symmetrical halves by only one longitudinal plane passing through the axis	no	non-affixal		NA	NA	NA
present	absent	a	present%3:00:02::	absent%3:00:00::	being or existing in a specified place	not being in a specified place	no	non-affixal		NA	NA	NA
caudate	acaudate	a	caudate%3:00:00::	acaudate%3:00:00::	having a tail or taillike appendage	lacking a tail or taillike appendage	no	non-affixal		NA	NA	NA
chlamydeous	achlamydeous	a	chlamydeous%3:00:00::	achlamydeous%3:00:00::	having a floral envelope or perianth consisting of a calyx and/or corolla	not having a floral envelope or perianth	no	non-affixal		NA	NA	NA
native	adopted	a	native%3:00:03::	adopted%3:00:00::	belonging to one by birth	acquired as your own by free choice	no	non-affixal		NA	NA	NA
biological	adoptive	a	biological%3:00:00::	adoptive%3:00:00::	"of parents and children; related by blood"	"of parents and children; related by adoption"	no	non-affixal		NA	NA	NA
subscript	adscript	a	subscript%3:00:00::	adscript%3:00:00::	written or printed below and to one side of another character	written or printed immediately following another character and aligned with it	no	non-affixal		NA	NA	NA
superscript	adscript	a	superscript%3:00:00::	adscript%3:00:00::	written or printed above and to one side of another character	written or printed immediately following another character and aligned with it	no	non-affixal		NA	NA	NA
absorbable	adsorbable	a	absorbable%3:00:00::	adsorbable%3:00:00::	capable of being absorbed or taken in through the pores of a surface	capable of being adsorbed or accumulated on a surface of a solid	no	non-affixal		NA	NA	NA
febrile	afebrile	a	febrile%3:01:00::	afebrile%3:01:00::	of or relating to or characterized by fever	having no fever	no	non-affixal		NA	NA	NA
acidic	alkaline	a	acidic%3:00:00::	alkaline%3:00:00::	"being or containing an acid; of a solution having an excess of hydrogen atoms (having a pH of less than 7)"	"relating to or containing an alkali; having a pH greater than 7"	no	non-affixal		NA	NA	NA
acid-loving	alkaline-loving	a	acid-loving%3:00:00::	alkaline-loving%3:00:00::	thriving in a relatively acidic environment (especially of plants requiring a pH well below 7)	"thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7)"	no	non-affixal		NA	NA	NA
some	all	a	some%3:00:00::	all%3:00:00::	"quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity"	"quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class"	no	non-affixal		NA	NA	NA
no	all	a	no%3:00:00::	all%3:00:00::	"quantifier; used with either mass nouns or plural count nouns for indicating a complete or almost complete lack or zero quantity of"	"quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class"	no	non-affixal		NA	NA	NA
homeopathic	allopathic	a	homeopathic%3:01:00::	allopathic%3:01:00::	of or relating to the practice of homeopathy	of or relating to the practice of allopathy	no	non-affixal		NA	NA	NA
