pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
trustworthiness	untrustworthiness	n	trustworthiness%1:07:00::	untrustworthiness%1:07:00::	the trait of deserving trust and confidence	the trait of not deserving trust or confidence	no	affixal	un-		direct	
truthful	untruthful	a	truthful%3:00:00::	untruthful%3:00:00::	expressing or given to expressing the truth	not expressing or given to expressing the truth	no	affixal	un-		direct	
turned	unturned	a	turned%3:00:00::	unturned%3:00:00::	moved around an axis or center	not turned	no	affixal	un-		direct	
understood	ununderstood	a	understood%3:00:00::	ununderstood%3:00:00::	fully apprehended as to purport or meaning or explanation	not understood	no	affixal	un-		direct	
varied	unvaried	a	varied%3:00:00::	unvaried%3:00:00::	characterized by variety	lacking variety	no	affixal	un-		direct	
variedness	unvariedness	n	variedness%1:07:00::	unvariedness%1:07:00::	characterized by variation	characterized by an absence of variation	no	affixal	un-		direct	
veiled	unveiled	a	veiled%3:00:00::	unveiled%3:00:00::	having or as if having a veil or concealing cover	revealed; especially by having a veil removed	no	affixal	un-		direct	
ventilated	unventilated	a	ventilated%3:00:00::	unventilated%3:00:00::	exposed to air	not ventilated	no	affixal	un-		direct	
wariness	unwariness	n	wariness%1:07:00::	unwariness%1:07:00::	the trait of being cautious and watchful	the trait of not being cautious and watchful	no	affixal	un-		direct	
wearable	unwearable	a	wearable%3:00:00::	unwearable%3:00:00::	suitable for wear or able to be worn	not suitable for wear or able to be worn	no	affixal	un-		direct	
wholesome	unwholesome	a	wholesome%3:00:00::	unwholesome%3:00:00::	conducive to or characteristic of physical or moral well-being	detrimental to physical or moral well-being	no	affixal	un-		direct	
wholesomeness	unwholesomeness	n	wholesomeness%1:07:00::	unwholesomeness%1:07:00::	the quality of being beneficial and generally good for you	the quality of being unhealthful and generally bad for you	no	affixal	un-		direct	
wieldy	unwieldy	a	wieldy%3:00:00::	unwieldy%3:00:00::	easy to handle or use or manage	difficult to use or handle or manage because of size or weight or shape	no	affixal	un-		direct	
willing	unwilling	a	willing%3:00:00::	unwilling%3:00:00::	disposed or inclined toward	not disposed or inclined toward	no	affixal	un-		direct	
wooded	unwooded	a	wooded%3:00:00::	unwooded%3:00:00::	covered with growing trees and bushes etc	not wooded	no	affixal	un-		direct	
worthiness	unworthiness	n	worthiness%1:07:00::	unworthiness%1:07:00::	the quality or state of having merit or value	the quality or state of lacking merit or value	no	affixal	un-		direct	
worthy	unworthy	a	worthy%3:00:00::	unworthy%3:00:00::	having worth or merit or value; being honorable or admirable	lacking in value or merit	no	affixal	un-		direct	
woven	unwoven	a	woven%3:00:00::	unwoven%3:00:00::	made or constructed by interlacing threads or strips of material or other elements into a whole	not woven	no	affixal	un-		direct	
unwellness	wellness	n	unwellness%1:26:00::	wellness%1:26:00::	impairment of normal physiological function affecting part or all of an organism	a healthy state of wellbeing free from disease	no	affixal	un-		direct	
bolt	unbolt	v	bolt%2:35:00::	unbolt%2:35:00::	secure or lock with a bolt	undo the bolt of	no	affixal	un-		indirect	REM
bridle	unbridle	v	bridle%2:35:00::	unbridle%2:40:00::	put a bridle on	remove the bridle from (a horse or mule)	no	affixal	un-		indirect	REM
burden	unburden	v	burden%2:35:00::	unburden%2:35:00::	weight down with a load	take the burden off; remove the burden from	no	affixal	un-		indirect	REM
cork	uncork	v	cork%2:35:00::	uncork%2:35:00::	close a bottle with a cork	draw the cork from (bottles)	no	affixal	un-		indirect	REM
pack	unpack	v	pack%2:35:00::	unpack%2:35:00::	arrange in a container	remove from its packing	no	affixal	un-		direct	REM
staple	unstaple	v	staple%2:35:00::	unstaple%2:35:00::	secure or fasten with a staple or staples	take the staples off	no	affixal	un-		indirect	REM
yoke	unyoke	v	yoke%2:35:00::	unyoke%2:35:00::	put a yoke on or join with a yoke	remove the yoke from	no	affixal	un-		indirect	REM
unknot	knot	v	unknot%2:35:00::	knot%2:35:02::	become or cause to become undone by separating the fibers or threads of	tangle or complicate	yes	affixal	un-		indirect	ROA
unfurl	roll_up	v	unfurl%2:30:00::	roll_up%2:30:00::	unroll, unfold, or spread out or be unrolled, unfolded, or spread out from a furled state	form a cylinder by rolling	yes	affixal	un-		indirect	ROA
unscrew	screw	v	unscrew%2:35:01::	screw%2:35:01::	loosen by turning	tighten or fasten by means of screwing motions	yes	affixal	un-		indirect	ROA
untie	tie	v	untie%2:35:00::	tie%2:35:00::	undo the ties of	fasten or secure with a rope, string, or cord	yes	affixal	un-		indirect	ROA
bar	unbar	v	bar%2:35:01::	unbar%2:35:00::	secure with, or as if with, bars	remove a bar from (a door)	no	affixal	un-		indirect	ROA
bind	unbind	v	bind%2:35:00::	unbind%2:35:00::	make fast; tie or secure, with or as if with a rope	untie or unfasten	no	affixal	un-		indirect	ROA
braid	unbraid	v	braid%2:35:00::	unbraid%2:35:00::	form or weave into a braid or braids	undo the braids of	no	affixal	un-		indirect	ROA
burdened	unburdened	a	burdened%3:00:00::	unburdened%3:00:00::	bearing a heavy burden of work or difficulties or responsibilities	not burdened with difficulties or responsibilities	no	affixal	un-		indirect	ROA
clip	unclip	v	clip%2:35:01::	unclip%2:35:00::	attach with a clip	remove the clip from	no	affixal	un-		indirect	ROA
coil	uncoil	v	coil%2:35:00::	uncoil%2:35:00::	wind around something in coils or loops	unwind or untwist	no	affixal	un-		indirect	ROA
dress	undress	v	dress%2:29:01::	undress%2:29:00::	provide with clothes or put clothes on	get undressed	no	affixal	un-		indirect	ROA
fold	unfold	v	fold%2:35:00::	unfold%2:35:00::	bend or lay so that one part covers the other	spread out or open from a closed or folded state	no	affixal	un-		indirect	ROA
freeze	unfreeze	v	freeze%2:30:03::	unfreeze%2:30:01::	prohibit the conversion or use of (assets)	make (assets) available	no	affixal	un-		indirect	ROA
hitch	unhitch	v	hitch%2:35:00::	unhitch%2:35:00::	to hook or entangle	unfasten or release from or as if from a hitch	no	affixal	un-		indirect	ROA
lash	unlash	v	lash%2:35:02::	unlash%2:35:00::	bind with a rope, chain, or cord	untie the lashing of	no	affixal	un-		indirect	ROA
lock	unlock	v	lock%2:35:00::	unlock%2:30:00::	fasten with a lock	become unlocked	no	affixal	un-		indirect	ROA
make	unmake	v	make%2:36:05::	unmake%2:36:00::	create or design, often in a certain way	deprive of certain characteristics	no	affixal	un-		indirect	ROA
seal	unseal	v	seal%2:35:00::	unseal%2:35:00::	close with or as if with a seal	break the seal of	no	affixal	un-		indirect	ROA
snarl	unsnarl	v	snarl%2:35:00::	unsnarl%2:35:00::	twist together or entwine into a confusing mass	extricate from entanglement	no	affixal	un-		indirect	ROA
strain	unstrain	v	strain%2:29:00::	unstrain%2:29:00::	cause to be tense and uneasy or nervous or anxious	cause to feel relaxed	no	affixal	un-		indirect	ROA
tune	untune	v	tune%2:30:00::	untune%2:30:00::	adjust the pitches of (musical instruments)	cause to be out of tune	no	affixal	un-		indirect	ROA
twine	untwine	v	twine%2:35:00::	untwine%2:35:00::	spin,wind, or twist together	undo what has been twined together	no	affixal	un-		indirect	ROA
twist	untwist	v	twist%2:35:01::	untwist%2:35:00::	form into a spiral shape	cause to become untwisted	no	affixal	un-		indirect	ROA
weave	unweave	v	weave%2:35:00::	unweave%2:35:00::	interlace by or as if by weaving	undo strands that have been woven together	no	affixal	un-		indirect	ROA
wind	unwind	v	wind%2:35:06::	unwind%2:35:06::	arrange or or coil around	reverse the winding or twisting of	no	affixal	un-		indirect	ROA
becomingness	unbecomingness	n	becomingness%1:07:00::	unbecomingness%1:07:00::	the quality of being becoming	the quality of being unbecoming	no	affixal	un-		indirect	ROD
privileged	underprivileged	a	privileged%3:00:00::	underprivileged%3:00:00::	blessed with privileges	lacking the rights and advantages of other members of society	no	affixal	under-		indirect	INS
outbid	underbid	v	outbid%2:40:00::	underbid%2:40:01::	bid higher than others	bid lower than a competing bidder	no	affixal	under-	out-	indirect	OVA/INS
underhand	overhand	a	underhand%3:00:00::	overhand%3:00:00::	with hand brought forward and up from below shoulder level	with hand brought forward and down from above shoulder level	both	affixal	under-	over-	indirect	INS/OVA
overbid	underbid	v	overbid%2:40:00::	underbid%2:40:00::	bid more than the object is worth	bid too low	no	affixal	under-	over-	indirect	OVA/INS
overdress	underdress	v	overdress%2:29:01::	underdress%2:29:01::	dress too warmly	dress without sufficient warmth	no	affixal	under-	over-	indirect	OVA/INS
overexpose	underexpose	v	overexpose%2:39:01::	underexpose%2:39:01::	expose to too much light	expose to too little light	no	affixal	under-	over-	indirect	OVA/INS
overshoot	undershoot	v	overshoot%2:33:00::	undershoot%2:33:00::	shoot beyond or over (a target)	shoot short of or below (a target)	no	affixal	under-	over-	indirect	OVA/INS
overspend	underspend	v	overspend%2:40:01::	underspend%2:40:01::	spend more than available of (a budget)	spend less than the whole of (a budget, for example)	no	affixal	under-	over-	indirect	OVA/INS
overstatement	understatement	n	overstatement%1:10:00::	understatement%1:10:00::	making to seem more important than it really is	a statement that is restrained in ironic contrast to what might have been said	no	affixal	under-	over-	indirect	OVA/INS
overstock	understock	v	overstock%2:40:00::	understock%2:40:00::	stock excessively	stock with less than the usual or desirable number or quantity	no	affixal	under-	over-	indirect	OVA/INS
overvalue	undervalue	v	overvalue%2:31:00::	undervalue%2:31:00::	assign too high a value to	assign too low a value to	no	affixal	under-	over-	indirect	OVA/INS
philogyny	misogyny	n	philogyny%1:12:00::	misogyny%1:12:00::	admiration for women	hatred of women	no	non-affixal			direct	
abundant	scarce	a	abundant%3:00:00::	scarce%3:00:00::	present in great quantity	deficient in quantity or number compared with the demand	no	non-affixal				
table_d'hote	a_la_carte	a	table_d'hote%3:00:00::	a_la_carte%3:00:00::	(of a restaurant meal) complete but with limited choices and at a fixed price	(of a restaurant meal) having unlimited choices with a separate price for each item	no	non-affixal				
a_posteriori	a_priori	a	a_posteriori%3:00:00::	a_priori%3:00:00::	involving reasoning from facts or particulars to general principles or from effects to causes	involving deductive reasoning from a general principle to a necessary effect; not supported by fact	no	non-affixal				
adduct	abduct	v	adduct%2:35:00::	abduct%2:35:00::	draw a limb towards the body	pull away from the body	no	non-affixal				
establish	abolish	v	establish%2:41:00::	abolish%2:41:00::	set up or found	do away with	no	non-affixal				
below	above	r	below%4:02:01::	above%4:02:01::	in or to a place that is lower	in or to a place that is higher	no	non-affixal				
present	absent	a	present%3:00:02::	absent%3:00:00::	being or existing in a specified place	not being in a specified place	no	non-affixal				
blame	absolve	v	blame%2:32:00::	absolve%2:32:00::	put or pin the blame on	let off the hook	no	non-affixal				
concretely	abstractly	r	concretely%4:02:00::	abstractly%4:02:00::	in concrete terms	in abstract terms	no	non-affixal				
concreteness	abstractness	n	concreteness%1:07:00::	abstractness%1:07:00::	the quality of being concrete (not abstract)	the quality of being considered apart from a specific instance or object	no	non-affixal				
syllabic	accentual	a	syllabic%3:00:01::	accentual%3:00:01::	(of verse) having lines based on number of syllables rather than on rhythmical arrangement of stresses or quantities	(of verse) having a metric system based on stress rather than syllables or quantity	no	non-affixal				
reject	accept	v	reject%2:31:00::	accept%2:31:00::	refuse to accept or acknowledge	consider or hold as true	no	non-affixal				
conviction	acquittal	n	conviction%1:04:00::	acquittal%1:04:00::	(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed	a judgment of not guilty	no	non-affixal				
extinct	active	a	extinct%3:00:02::	active%3:00:05::	(of e.g. volcanos) permanently inactive	(of e.g. volcanos) capable of erupting	no	non-affixal				
abaxial	adaxial	a	abaxial%3:00:00::	adaxial%3:00:00::	facing away from the axis of an organ or organism	nearest to or facing toward the axis of an organ or organism	no	non-affixal				
abaxially	adaxially	r	abaxially%4:02:00::	adaxially%4:02:00::	in an abaxial manner	in an adaxial manner	no	non-affixal				
diabatic	adiabatic	a	diabatic%3:00:00::	adiabatic%3:00:00::	involving a transfer of heat	occurring without loss or gain of heat	no	non-affixal				
abience	adience	n	abience%1:16:00::	adience%1:16:00::	(psychology) an urge to withdraw or avoid a situation or an object	(psychology) an urge to accept or approach a situation or an object	no	non-affixal				
abient	adient	a	abient%3:01:00::	adient%3:01:00::	characterized by avoidance or withdrawal	characterized by acceptance or approach	no	non-affixal				
native	adopted	a	native%3:00:03::	adopted%3:00:00::	belonging to one by birth	acquired as your own by free choice	no	non-affixal				
absorbable	adsorbable	a	absorbable%3:00:00::	adsorbable%3:00:00::	capable of being absorbed or taken in through the pores of a surface	capable of being adsorbed or accumulated on a surface of a solid	no	non-affixal				
reversal	affirmation	n	reversal%1:04:06::	affirmation%1:04:00::	a judgment by a higher court that the judgment of a lower court was incorrect and should be set aside	a judgment by a higher court that the judgment of a lower court was correct and should stand	no	non-affixal				
afloat	aground	a	afloat%3:00:00::	aground%3:00:00::	borne on the water; floating	stuck in a place where a ship can no longer float	no	non-affixal				
back	ahead	r	back%4:02:01::	ahead%4:02:06::	in or to or toward a past time	toward the future; forward in time	no	non-affixal				
air-to-surface	air-to-air	a	air-to-surface%3:00:00::	air-to-air%3:00:00::	operating from or designed to be fired from aircraft at targets on the ground	operating between or launched from or involving rockets or aircraft in flight	no	non-affixal				
acidify	alkalize	v	acidify%2:30:00::	alkalize%2:30:00::	turn acidic	turn basic and less acidic	no	non-affixal				
some	all	a	some%3:00:00::	all%3:00:00::	quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity	quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class	no	non-affixal				
homeopathic	allopathic	a	homeopathic%3:01:00::	allopathic%3:01:00::	of or relating to the practice of homeopathy	of or relating to the practice of allopathy	no	non-affixal				
deny	allow	v	deny%2:40:00::	allow%2:40:00::	refuse to let have	let have	no	non-affixal				
opposite	alternate	a	opposite%3:00:00::	alternate%3:00:00::	of leaves etc; growing in pairs on either side of a stem	of leaves and branches etc; first on one side and then on the other in two ranks along an axis; not paired	no	non-affixal				
expertly	amateurishly	r	expertly%4:02:00::	amateurishly%4:02:00::	in an expert manner	in an amateurish manner	no	non-affixal				
right-handed	ambidextrous	a	right-handed%3:00:00::	ambidextrous%3:00:00::	using or intended for the right hand	equally skillful with each hand	no	non-affixal				
introversive	ambiversive	a	introversive%3:00:00::	ambiversive%3:00:00::	directed inward; marked by interest in yourself or concerned with inner feelings	intermediate between introversive and extroversive	no	non-affixal				
extroversive	ambiversive	a	extroversive%3:00:00::	ambiversive%3:00:00::	directed outward; marked by interest in others or concerned with external reality	intermediate between introversive and extroversive	no	non-affixal				
hostile	amicable	a	hostile%3:00:01::	amicable%3:00:00::	characterized by enmity or ill will	characterized by friendship and good will	no	non-affixal				
aquatic	amphibious	a	aquatic%3:00:00::	amphibious%3:00:00::	operating or living or growing in water	operating or living on land and in water	no	non-affixal				
terrestrial	amphibious	a	terrestrial%3:00:00::	amphibious%3:00:00::	operating or living or growing on land	operating or living on land and in water	no	non-affixal				
acidic	amphoteric	a	acidic%3:00:00::	amphoteric%3:00:00::	being or containing an acid; of a solution having an excess of hydrogen atoms (having a pH of less than 7)	having characteristics of both an acid and a base and capable of reacting as either	no	non-affixal				
homologous	analogous	a	homologous%3:00:02::	analogous%3:00:00::	having the same evolutionary origin but not necessarily the same function	corresponding in function but not in evolutionary origin	no	non-affixal				
heterologous	analogous	a	heterologous%3:00:02::	analogous%3:00:00::	not corresponding in structure or evolutionary origin	corresponding in function but not in evolutionary origin	no	non-affixal				
male	androgynous	a	male%3:00:00::	androgynous%3:00:00::	being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation	having both male and female characteristics	no	non-affixal				
Nonconformist	Anglican	n	nonconformist%1:18:01::	anglican%1:18:00::	a Protestant in England who is not a member of the Church of England	a Protestant who is a follower of Anglicanism	no	non-affixal				
rounded	angular	a	rounded%3:00:00::	angular%3:00:00::	curving and somewhat round in shape rather than jagged	having angles or an angular shape	no	non-affixal				
question	answer	n	question%1:10:00::	answer%1:10:00::	an instance of questioning	the speech act of replying to a question	no	non-affixal				
synergistic	antagonistic	a	synergistic%3:00:00::	antagonistic%3:00:02::	used especially of drugs or muscles that work together so the total effect is greater than the sum of the two (or more)	used especially of drugs or muscles that counteract or neutralize each other's effect	no	non-affixal				
apex	antapex	n	apex%1:15:01::	antapex%1:15:00::	the point on the celestial sphere toward which the sun and solar system appear to be moving relative to the fixed stars	the point opposite in direction from the solar apex; the point the solar system is moving away from	no	non-affixal				
retrograde	anterograde	a	retrograde%3:00:00::	anterograde%3:00:00::	of amnesia; affecting time immediately preceding trauma	of amnesia; affecting time immediately following trauma	no	non-affixal				
igneous	aqueous	a	igneous%3:00:00::	aqueous%3:00:00::	produced by the action of fire or intense heat	produced by the action of water	no	non-affixal				
arenaceous	argillaceous	a	arenaceous%3:00:00::	argillaceous%3:00:00::	resembling or containing or abounding in sand; or growing in sandy areas	resembling or containing clay	no	non-affixal				
natural_object	artifact	n	natural_object%1:03:00::	artifact%1:03:00::	an object occurring naturally; not made by man	a man-made object taken as a whole	no	non-affixal				
natural	artificial	a	natural%3:00:02::	artificial%3:00:00::	existing in or produced by nature; not artificial or imitation	contrived by art rather than nature	no	non-affixal				
naturally	artificially	r	naturally%4:02:01::	artificially%4:02:00::	according to nature; by natural means; without artificial help	not according to nature; not by natural means	no	non-affixal				
at_least	at_most	r	at_least%4:02:00::	at_most%4:02:00::	not less than	not more than	no	non-affixal				
at_best	at_worst	r	at_best%4:02:00::	at_worst%4:02:00::	under the best of conditions	under the worst of conditions	no	non-affixal				
neglect	attend_to	v	neglect%2:31:00::	attend_to%2:31:00::	leave undone or leave out	get down to; pay attention to; take seriously	no	non-affixal				
allogamy	autogamy	n	allogamy%1:11:00::	autogamy%1:11:00::	cross-fertilization in plants	self-fertilization in plants	no	non-affixal				
homologous	autologous	a	homologous%3:00:01::	autologous%3:00:00::	corresponding or similar in position or structure or function or characteristics; especially derived from an organism of the same species	derived from organisms of the selfsame individual	no	non-affixal				
summery	autumnal	a	summery%3:00:00::	autumnal%3:00:00::	belonging to or characteristic of or occurring in summer	of or characteristic of or occurring in autumn	no	non-affixal				
vernal	autumnal	a	vernal%3:00:00::	autumnal%3:00:00::	of or characteristic of or occurring in spring	of or characteristic of or occurring in autumn	no	non-affixal				
home	away	a	home%3:00:00::	away%3:00:00::	used of your own ground	used of an opponent's ground	no	non-affixal				
good_weather	bad_weather	n	good_weather%1:26:00::	bad_weather%1:26:00::	weather suitable for outdoor activities	weather unsuitable for outdoor activities	no	non-affixal				
well	badly	r	well%4:02:12::	badly%4:02:12::	with skill or in a pleasing manner	without skill or in a displeasing manner	no	non-affixal				
covered	bare	a	covered%3:00:00::	bare%3:00:00::	overlaid or spread or topped with or enclosed within something; sometimes used as a combining form	lacking its natural or customary covering	no	non-affixal				
wish	begrudge	v	wish%2:37:01::	begrudge%2:37:00::	feel or express a desire or hope concerning the future or fortune of	wish ill or allow unwillingly	no	non-affixal				
straighten	bend	v	straighten%2:38:00::	bend%2:38:00::	straighten up or out; make straight	form a curve	no	non-affixal				
annual	biennial	a	annual%3:00:00::	biennial%3:00:00::	completing its life cycle within a year	having a life cycle lasting two seasons	no	non-affixal				
univalve	bivalve	a	univalve%3:00:00::	bivalve%3:00:00::	used of mollusks, especially gastropods, as snails etc.	used of mollusks having two shells (as clams etc.)	no	non-affixal				
whiten	blacken	v	whiten%2:30:00::	blacken%2:30:00::	turn white	make or become black	no	non-affixal				
curse	bless	v	curse%2:32:01::	bless%2:32:00::	wish harm upon; invoke evil upon	give a benediction to	no	non-affixal				
cursed	blessed	a	cursed%3:00:00::	blessed%3:00:00::	deserving a curse; sometimes used as an intensifier	highly favored or fortunate (as e.g. by divine grace)	no	non-affixal				
sighted	blind	a	sighted%3:00:00::	blind%3:00:00::	able to see	unable to see	no	non-affixal				
white-collar	blue-collar	a	white-collar%3:00:00::	blue-collar%3:00:00::	of or designating salaried professional or clerical work or workers	of or designating manual industrial work or workers	no	non-affixal				
top	bottom	n	top%1:28:00::	bottom%1:28:00::	the first half of an inning; while the visiting team is at bat	the second half of an inning; while the home team is at bat	no	non-affixal				
top-down	bottom-up	a	top-down%3:00:00::	bottom-up%3:00:00::	of an approach to a problem that begins at the highest conceptual level and works down to the details	of an approach to a problem that begins with details and works up to the highest conceptual level	no	non-affixal				
girl	boy	n	girl%1:18:02::	boy%1:18:00::	a youthful female person	a youthful male person	no	non-affixal				
repair	break	v	repair%2:30:00::	break%2:35:01::	restore by replacing a part or putting together what is torn or broken	ruin completely	no	non-affixal				
profit	break_even	v	profit%2:40:00::	break_even%2:40:00::	make a profit; gain money or materially	make neither profit nor loss	no	non-affixal				
anesthetize	bring_to	v	anesthetize%2:29:00::	bring_to%2:29:00::	administer an anesthetic drug to	return to consciousness	no	non-affixal				
blond	brunet	a	blond%3:00:00::	brunet%3:00:00::	being or having light colored skin and hair and usually blue or grey eyes	marked by dark or relatively dark pigmentation of hair or skin or eyes	no	non-affixal				
bear	bull	n	bear%1:18:00::	bull%1:18:01::	an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price	an investor with an optimistic market outlook; an investor who expects prices to rise and so buys now for resale later	no	non-affixal				
by_all_means	by_no_means	r	by_all_means%4:02:00::	by_no_means%4:02:00::	definitely or certainly	definitely not	no	non-affixal				
calcicolous	calcifugous	a	calcicolous%3:00:00::	calcifugous%3:00:00::	growing or living in soil rich in lime	growing or living in acid soil	no	non-affixal				
agitation	calmness	n	agitation%1:12:00::	calmness%1:12:00::	the feeling of being agitated; not calm	a feeling of calm; an absence of agitation or excitement	no	non-affixal				
ratite	carinate	n	ratite%1:05:00::	carinate%1:05:00::	flightless birds having flat breastbones lacking a keel for attachment of flight muscles: ostriches; cassowaries; emus; moas; rheas; kiwis; elephant birds	birds having keeled breastbones for attachment of flight muscles	no	non-affixal				
accrual_basis	cash_basis	n	accrual_basis%1:21:00::	cash_basis%1:21:00::	a method of accounting in which each item is entered as it is earned or incurred regardless of when actual payments are received or made	a method of accounting in which each item is entered as payments are received or made	no	non-affixal				
anabolic	catabolic	a	anabolic%3:00:00::	catabolic%3:00:00::	characterized by or promoting constructive metabolism	characterized by destructive metabolism	no	non-affixal				
anaclinal	cataclinal	a	anaclinal%3:00:00::	cataclinal%3:00:00::	of valleys and rivers; progressing in a direction opposite to the dip in surrounding rock strata	of valleys and rivers; running in the direction of the dip in surrounding rock strata	no	non-affixal				
anadromous	catadromous	a	anadromous%3:00:00::	catadromous%3:00:00::	migrating from the sea to fresh water to spawn	migrating from fresh water to the sea to spawn	no	non-affixal				
anode	cathode	n	anode%1:06:01::	cathode%1:06:01::	the negatively charged terminal of a voltaic cell or storage battery that supplies current	the positively charged terminal of a voltaic cell or storage battery that supplies current	no	non-affixal				
anionic	cationic	a	anionic%3:01:00::	cationic%3:01:00::	of or relating to anions	of or relating to cations	no	non-affixal				
awaken	cause_to_sleep	v	awaken%2:29:00::	cause_to_sleep%2:29:00::	cause to become awake or conscious	make fall asleep	no	non-affixal				
left	center	a	left%3:00:02::	center%3:00:00::	of or belonging to the political or intellectual left	of or belonging to neither the right nor the left politically or intellectually	no	non-affixal				
right	center	a	right%3:00:03::	center%3:00:00::	of or belonging to the political or intellectual right	of or belonging to neither the right nor the left politically or intellectually	no	non-affixal				
centrifugal_force	centripetal_force	n	centrifugal_force%1:19:00::	centripetal_force%1:19:00::	the outward force on a body moving in a curved path around another body	the inward force on a body moving in a curved path around another body	no	non-affixal				
caudal	cephalic	a	caudal%3:01:00::	cephalic%3:01:00::	constituting or relating to a tail	of or relating to the head	no	non-affixal				
emotional	cerebral	a	emotional%3:00:02::	cerebral%3:00:00::	determined or actuated by emotion rather than reason	involving intelligence rather than emotions or instinct	no	non-affixal				
expensive	cheap	a	expensive%3:00:00::	cheap%3:00:00::	high in price or charging high prices	relatively low in price or charging low prices	no	non-affixal				
expensively	cheaply	r	expensively%4:02:00::	cheaply%4:02:01::	in an expensive manner	in a cheap manner	no	non-affixal				
acute	chronic	a	acute%3:00:00::	chronic%3:00:00::	having or experiencing a rapid onset and short but severe course	being long-lasting and recurrent or characterized by long suffering	no	non-affixal				
acutely	chronically	r	acutely%4:02:00::	chronically%4:02:00::	having a rapid onset	in a slowly developing and long lasting manner	no	non-affixal				
military	civilian	a	military%3:00:01::	civilian%3:00:00::	associated with or performed by members of the armed services as contrasted with civilians	associated with civil life or performed by persons who are not active members of the military	no	non-affixal				
bounce	clear	v	bounce%2:40:00::	clear%2:40:07::	come back after being refused	be debited and credited to the proper bank accounts	no	non-affixal				
overcast	clear_up	v	overcast%2:43:00::	clear_up%2:43:00::	make overcast or cloudy	become clear	no	non-affixal				
carvel-built	clinker-built	a	carvel-built%3:00:00::	clinker-built%3:00:00::	(of ships) built with flush (rather than overlapping) hull planks	having overlapping hull planks	no	non-affixal				
distant	close	a	distant%3:00:02::	close%3:00:02::	far apart in relevance or relationship or kinship	close in relevance or relationship	no	non-affixal				
openness	closeness	n	openness%1:07:01::	closeness%1:07:01::	characterized by an attitude of ready accessibility (especially about one's actions or purposes); without concealment; not secretive	characterized by a lack of openness (especially about one's actions or purposes)	no	non-affixal				
opening	closing	n	opening%1:04:01::	closing%1:04:01::	the act of opening something	the act of closing something	no	non-affixal				
clear	cloudy	a	clear%3:00:03::	cloudy%3:00:00::	free from clouds or mist or haze	full of or covered with clouds	no	non-affixal				
warm-blooded	cold-blooded	a	warm-blooded%3:00:00::	cold-blooded%3:00:00::	having warm blood (in animals whose body temperature is internally regulated)	having cold blood (in animals whose body temperature is not internally regulated)	no	non-affixal				
lineal	collateral	a	lineal%3:00:00::	collateral%3:00:00::	in a straight unbroken line of descent from parent to child	descended from a common ancestor but through different lines	no	non-affixal				
simple	complex	a	simple%3:00:02::	complex%3:00:00::	having few parts; not complex or complicated or involved	complicated in structure; consisting of interconnected parts	no	non-affixal				
simplicity	complexity	n	simplicity%1:07:02::	complexity%1:07:00::	the quality of being simple or uncompounded	the quality of being intricate and compounded	no	non-affixal				
simple	compound	a	simple%3:00:01::	compound%3:00:00::	(botany) of leaf shapes; of leaves having no divisions or subdivisions	composed of more than one part	no	non-affixal				
pro	con	n	pro%1:10:00::	con%1:10:00::	an argument in favor of a proposal	an argument opposed to a proposal	no	non-affixal				
convexly	concavely	r	convexly%4:02:00::	concavely%4:02:00::	in a convex way	in a concave way	no	non-affixal				
distribution	concentration	n	distribution%1:07:00::	concentration%1:07:03::	the spatial or geographic property of being scattered about over a range, area, or volume	the spatial property of being crowded together	no	non-affixal				
abstract	concrete	a	abstract%3:00:00::	concrete%3:00:00::	existing only in the mind; separated from embodiment	capable of being perceived by the senses; not abstract or imaginary	no	non-affixal				
diffidence	confidence	n	diffidence%1:12:00::	confidence%1:12:00::	lack of self-confidence	a feeling of trust (in someone or something)	no	non-affixal				
free	confine	v	free%2:41:00::	confine%2:41:00::	grant freedom to; free from confinement	deprive of freedom; take into confinement	no	non-affixal				
invasive	confined	a	invasive%3:00:00::	confined%3:00:01::	marked by a tendency to spread especially into healthy tissue	not invading healthy tissue	no	non-affixal				
violate	conform_to	v	violate%2:42:00::	conform_to%2:42:00::	fail to agree with; be in violation of; as of rules or patterns	observe	no	non-affixal				
avoid	confront	v	avoid%2:32:00::	confront%2:32:00::	stay clear from; keep away from; keep out of the way of someone or something	deal with (something unpleasant) head on	no	non-affixal				
clearheaded	confused	a	clearheaded%3:00:00::	confused%3:00:00::	not mentally confused; able to think clearly and act intelligently	mentally confused; unable to think with clarity or act intelligently	no	non-affixal				
affinity	consanguinity	n	affinity%1:24:01::	consanguinity%1:24:00::	(anthropology) kinship by marriage or adoption; not a blood relationship	(anthropology) related by blood	no	non-affixal				
vowel	consonant	n	vowel%1:10:00::	consonant%1:10:00::	a speech sound made with the vocal tract open	a speech sound that is not a vowel	no	non-affixal				
